"Notes"	"Year Diagnosed"	"Year Diagnosed Code"	"Location"	"Location Code"	"Age at Diagnosis"	"Age at Diagnosis Code"	"HIV Exposure Category"	"HIV Exposure Category Code"	"Sex and Sexual Orientation"	"Sex and Sexual Orientation Code"	Cases
	"1994"	"1994"	"Northeast, pediatric or not in MSA"	"AIDS6"	"13 - 19 Years"	"2"	"Heterosexual contact with HIV"	"05"	"Female (any)"	"4"	3
	"1994"	"1994"	"Northeast, pediatric or not in MSA"	"AIDS6"	"13 - 19 Years"	"2"	"Heterosexual contact with HIV"	"05"	"Male (heterosexual or pediatric)"	"3"	1
	"1994"	"1994"	"Northeast, pediatric or not in MSA"	"AIDS6"	"13 - 19 Years"	"2"	"IV drug use (female and hetero male)"	"02"	"Female (any)"	"4"	1
	"1994"	"1994"	"Northeast, pediatric or not in MSA"	"AIDS6"	"13 - 19 Years"	"2"	"Risk not reported or identified"	"08"	"Male (heterosexual or pediatric)"	"3"	3
	"1994"	"1994"	"Northeast, pediatric or not in MSA"	"AIDS6"	"20 - 24 Years"	"3"	"Hemophilia/coagulation disorder"	"04"	"Male (heterosexual or pediatric)"	"3"	2
	"1994"	"1994"	"Northeast, pediatric or not in MSA"	"AIDS6"	"20 - 24 Years"	"3"	"Heterosexual contact with HIV"	"05"	"Female (any)"	"4"	9
	"1994"	"1994"	"Northeast, pediatric or not in MSA"	"AIDS6"	"20 - 24 Years"	"3"	"Heterosexual contact with HIV"	"05"	"Male (heterosexual or pediatric)"	"3"	1
	"1994"	"1994"	"Northeast, pediatric or not in MSA"	"AIDS6"	"20 - 24 Years"	"3"	"IV drug use (female and hetero male)"	"02"	"Female (any)"	"4"	4
	"1994"	"1994"	"Northeast, pediatric or not in MSA"	"AIDS6"	"20 - 24 Years"	"3"	"IV drug use (female and hetero male)"	"02"	"Male (heterosexual or pediatric)"	"3"	10
	"1994"	"1994"	"Northeast, pediatric or not in MSA"	"AIDS6"	"20 - 24 Years"	"3"	"Male homo/bisexual and IV drug use"	"03"	"Male (heterosexual or pediatric)"	"3"	1
	"1994"	"1994"	"Northeast, pediatric or not in MSA"	"AIDS6"	"20 - 24 Years"	"3"	"Male homo/bisexual and IV drug use"	"03"	"Male (homosexual)  or Unknown Classification"	"1"	1
	"1994"	"1994"	"Northeast, pediatric or not in MSA"	"AIDS6"	"20 - 24 Years"	"3"	"Male homosexual/bisexual contact"	"01"	"Male (bisexual)"	"2"	3
	"1994"	"1994"	"Northeast, pediatric or not in MSA"	"AIDS6"	"20 - 24 Years"	"3"	"Male homosexual/bisexual contact"	"01"	"Male (heterosexual or pediatric)"	"3"	1
	"1994"	"1994"	"Northeast, pediatric or not in MSA"	"AIDS6"	"20 - 24 Years"	"3"	"Male homosexual/bisexual contact"	"01"	"Male (homosexual)  or Unknown Classification"	"1"	8
	"1994"	"1994"	"Northeast, pediatric or not in MSA"	"AIDS6"	"20 - 24 Years"	"3"	"Risk not reported or identified"	"08"	"Male (heterosexual or pediatric)"	"3"	2
	"1994"	"1994"	"Northeast, pediatric or not in MSA"	"AIDS6"	"25 - 29 Years"	"4"	"Hemophilia/coagulation disorder"	"04"	"Male (heterosexual or pediatric)"	"3"	4
	"1994"	"1994"	"Northeast, pediatric or not in MSA"	"AIDS6"	"25 - 29 Years"	"4"	"Heterosexual contact with HIV"	"05"	"Female (any)"	"4"	22
	"1994"	"1994"	"Northeast, pediatric or not in MSA"	"AIDS6"	"25 - 29 Years"	"4"	"Heterosexual contact with HIV"	"05"	"Male (heterosexual or pediatric)"	"3"	7
	"1994"	"1994"	"Northeast, pediatric or not in MSA"	"AIDS6"	"25 - 29 Years"	"4"	"IV drug use (female and hetero male)"	"02"	"Female (any)"	"4"	28
	"1994"	"1994"	"Northeast, pediatric or not in MSA"	"AIDS6"	"25 - 29 Years"	"4"	"IV drug use (female and hetero male)"	"02"	"Male (heterosexual or pediatric)"	"3"	50
	"1994"	"1994"	"Northeast, pediatric or not in MSA"	"AIDS6"	"25 - 29 Years"	"4"	"Male homo/bisexual and IV drug use"	"03"	"Male (bisexual)"	"2"	5
	"1994"	"1994"	"Northeast, pediatric or not in MSA"	"AIDS6"	"25 - 29 Years"	"4"	"Male homo/bisexual and IV drug use"	"03"	"Male (heterosexual or pediatric)"	"3"	1
	"1994"	"1994"	"Northeast, pediatric or not in MSA"	"AIDS6"	"25 - 29 Years"	"4"	"Male homo/bisexual and IV drug use"	"03"	"Male (homosexual)  or Unknown Classification"	"1"	8
	"1994"	"1994"	"Northeast, pediatric or not in MSA"	"AIDS6"	"25 - 29 Years"	"4"	"Male homosexual/bisexual contact"	"01"	"Male (bisexual)"	"2"	15
	"1994"	"1994"	"Northeast, pediatric or not in MSA"	"AIDS6"	"25 - 29 Years"	"4"	"Male homosexual/bisexual contact"	"01"	"Male (heterosexual or pediatric)"	"3"	1
	"1994"	"1994"	"Northeast, pediatric or not in MSA"	"AIDS6"	"25 - 29 Years"	"4"	"Male homosexual/bisexual contact"	"01"	"Male (homosexual)  or Unknown Classification"	"1"	56
	"1994"	"1994"	"Northeast, pediatric or not in MSA"	"AIDS6"	"25 - 29 Years"	"4"	"Receipt of blood, blood components or tissue"	"07"	"Male (heterosexual or pediatric)"	"3"	1
	"1994"	"1994"	"Northeast, pediatric or not in MSA"	"AIDS6"	"25 - 29 Years"	"4"	"Risk not reported or identified"	"08"	"Female (any)"	"4"	5
	"1994"	"1994"	"Northeast, pediatric or not in MSA"	"AIDS6"	"25 - 29 Years"	"4"	"Risk not reported or identified"	"08"	"Male (heterosexual or pediatric)"	"3"	25
	"1994"	"1994"	"Northeast, pediatric or not in MSA"	"AIDS6"	"30 - 34 Years"	"5"	"Hemophilia/coagulation disorder"	"04"	"Female (any)"	"4"	1
	"1994"	"1994"	"Northeast, pediatric or not in MSA"	"AIDS6"	"30 - 34 Years"	"5"	"Heterosexual contact with HIV"	"05"	"Female (any)"	"4"	35
	"1994"	"1994"	"Northeast, pediatric or not in MSA"	"AIDS6"	"30 - 34 Years"	"5"	"Heterosexual contact with HIV"	"05"	"Male (heterosexual or pediatric)"	"3"	12
	"1994"	"1994"	"Northeast, pediatric or not in MSA"	"AIDS6"	"30 - 34 Years"	"5"	"IV drug use (female and hetero male)"	"02"	"Female (any)"	"4"	39
	"1994"	"1994"	"Northeast, pediatric or not in MSA"	"AIDS6"	"30 - 34 Years"	"5"	"IV drug use (female and hetero male)"	"02"	"Male (heterosexual or pediatric)"	"3"	127
	"1994"	"1994"	"Northeast, pediatric or not in MSA"	"AIDS6"	"30 - 34 Years"	"5"	"Male homo/bisexual and IV drug use"	"03"	"Male (bisexual)"	"2"	13
	"1994"	"1994"	"Northeast, pediatric or not in MSA"	"AIDS6"	"30 - 34 Years"	"5"	"Male homo/bisexual and IV drug use"	"03"	"Male (heterosexual or pediatric)"	"3"	7
	"1994"	"1994"	"Northeast, pediatric or not in MSA"	"AIDS6"	"30 - 34 Years"	"5"	"Male homo/bisexual and IV drug use"	"03"	"Male (homosexual)  or Unknown Classification"	"1"	12
	"1994"	"1994"	"Northeast, pediatric or not in MSA"	"AIDS6"	"30 - 34 Years"	"5"	"Male homosexual/bisexual contact"	"01"	"Male (bisexual)"	"2"	21
	"1994"	"1994"	"Northeast, pediatric or not in MSA"	"AIDS6"	"30 - 34 Years"	"5"	"Male homosexual/bisexual contact"	"01"	"Male (homosexual)  or Unknown Classification"	"1"	102
	"1994"	"1994"	"Northeast, pediatric or not in MSA"	"AIDS6"	"30 - 34 Years"	"5"	"Receipt of blood, blood components or tissue"	"07"	"Female (any)"	"4"	1
	"1994"	"1994"	"Northeast, pediatric or not in MSA"	"AIDS6"	"30 - 34 Years"	"5"	"Risk not reported or identified"	"08"	"Female (any)"	"4"	4
	"1994"	"1994"	"Northeast, pediatric or not in MSA"	"AIDS6"	"30 - 34 Years"	"5"	"Risk not reported or identified"	"08"	"Male (heterosexual or pediatric)"	"3"	28
	"1994"	"1994"	"Northeast, pediatric or not in MSA"	"AIDS6"	"35 - 39 Years or age is missing"	"6"	"Hemophilia/coagulation disorder"	"04"	"Male (heterosexual or pediatric)"	"3"	1
	"1994"	"1994"	"Northeast, pediatric or not in MSA"	"AIDS6"	"35 - 39 Years or age is missing"	"6"	"Heterosexual contact with HIV"	"05"	"Female (any)"	"4"	31
	"1994"	"1994"	"Northeast, pediatric or not in MSA"	"AIDS6"	"35 - 39 Years or age is missing"	"6"	"Heterosexual contact with HIV"	"05"	"Male (heterosexual or pediatric)"	"3"	17
	"1994"	"1994"	"Northeast, pediatric or not in MSA"	"AIDS6"	"35 - 39 Years or age is missing"	"6"	"IV drug use (female and hetero male)"	"02"	"Female (any)"	"4"	39
	"1994"	"1994"	"Northeast, pediatric or not in MSA"	"AIDS6"	"35 - 39 Years or age is missing"	"6"	"IV drug use (female and hetero male)"	"02"	"Male (heterosexual or pediatric)"	"3"	248
	"1994"	"1994"	"Northeast, pediatric or not in MSA"	"AIDS6"	"35 - 39 Years or age is missing"	"6"	"Male homo/bisexual and IV drug use"	"03"	"Male (bisexual)"	"2"	11
	"1994"	"1994"	"Northeast, pediatric or not in MSA"	"AIDS6"	"35 - 39 Years or age is missing"	"6"	"Male homo/bisexual and IV drug use"	"03"	"Male (heterosexual or pediatric)"	"3"	2
	"1994"	"1994"	"Northeast, pediatric or not in MSA"	"AIDS6"	"35 - 39 Years or age is missing"	"6"	"Male homo/bisexual and IV drug use"	"03"	"Male (homosexual)  or Unknown Classification"	"1"	18
	"1994"	"1994"	"Northeast, pediatric or not in MSA"	"AIDS6"	"35 - 39 Years or age is missing"	"6"	"Male homosexual/bisexual contact"	"01"	"Male (bisexual)"	"2"	16
	"1994"	"1994"	"Northeast, pediatric or not in MSA"	"AIDS6"	"35 - 39 Years or age is missing"	"6"	"Male homosexual/bisexual contact"	"01"	"Male (homosexual)  or Unknown Classification"	"1"	92
	"1994"	"1994"	"Northeast, pediatric or not in MSA"	"AIDS6"	"35 - 39 Years or age is missing"	"6"	"Receipt of blood, blood components or tissue"	"07"	"Female (any)"	"4"	2
	"1994"	"1994"	"Northeast, pediatric or not in MSA"	"AIDS6"	"35 - 39 Years or age is missing"	"6"	"Receipt of blood, blood components or tissue"	"07"	"Male (heterosexual or pediatric)"	"3"	1
	"1994"	"1994"	"Northeast, pediatric or not in MSA"	"AIDS6"	"35 - 39 Years or age is missing"	"6"	"Risk not reported or identified"	"08"	"Female (any)"	"4"	2
	"1994"	"1994"	"Northeast, pediatric or not in MSA"	"AIDS6"	"35 - 39 Years or age is missing"	"6"	"Risk not reported or identified"	"08"	"Male (heterosexual or pediatric)"	"3"	48
	"1994"	"1994"	"Northeast, pediatric or not in MSA"	"AIDS6"	"40 - 44 Years"	"7"	"Hemophilia/coagulation disorder"	"04"	"Male (heterosexual or pediatric)"	"3"	1
	"1994"	"1994"	"Northeast, pediatric or not in MSA"	"AIDS6"	"40 - 44 Years"	"7"	"Heterosexual contact with HIV"	"05"	"Female (any)"	"4"	11
	"1994"	"1994"	"Northeast, pediatric or not in MSA"	"AIDS6"	"40 - 44 Years"	"7"	"Heterosexual contact with HIV"	"05"	"Male (heterosexual or pediatric)"	"3"	6
	"1994"	"1994"	"Northeast, pediatric or not in MSA"	"AIDS6"	"40 - 44 Years"	"7"	"IV drug use (female and hetero male)"	"02"	"Female (any)"	"4"	19
	"1994"	"1994"	"Northeast, pediatric or not in MSA"	"AIDS6"	"40 - 44 Years"	"7"	"IV drug use (female and hetero male)"	"02"	"Male (heterosexual or pediatric)"	"3"	175
	"1994"	"1994"	"Northeast, pediatric or not in MSA"	"AIDS6"	"40 - 44 Years"	"7"	"Male homo/bisexual and IV drug use"	"03"	"Male (bisexual)"	"2"	4
	"1994"	"1994"	"Northeast, pediatric or not in MSA"	"AIDS6"	"40 - 44 Years"	"7"	"Male homo/bisexual and IV drug use"	"03"	"Male (homosexual)  or Unknown Classification"	"1"	2
	"1994"	"1994"	"Northeast, pediatric or not in MSA"	"AIDS6"	"40 - 44 Years"	"7"	"Male homosexual/bisexual contact"	"01"	"Male (bisexual)"	"2"	12
	"1994"	"1994"	"Northeast, pediatric or not in MSA"	"AIDS6"	"40 - 44 Years"	"7"	"Male homosexual/bisexual contact"	"01"	"Male (homosexual)  or Unknown Classification"	"1"	70
	"1994"	"1994"	"Northeast, pediatric or not in MSA"	"AIDS6"	"40 - 44 Years"	"7"	"Receipt of blood, blood components or tissue"	"07"	"Male (heterosexual or pediatric)"	"3"	2
	"1994"	"1994"	"Northeast, pediatric or not in MSA"	"AIDS6"	"40 - 44 Years"	"7"	"Risk not reported or identified"	"08"	"Female (any)"	"4"	2
	"1994"	"1994"	"Northeast, pediatric or not in MSA"	"AIDS6"	"40 - 44 Years"	"7"	"Risk not reported or identified"	"08"	"Male (heterosexual or pediatric)"	"3"	32
	"1994"	"1994"	"Northeast, pediatric or not in MSA"	"AIDS6"	"45 - 49 Years"	"8"	"Hemophilia/coagulation disorder"	"04"	"Male (heterosexual or pediatric)"	"3"	3
	"1994"	"1994"	"Northeast, pediatric or not in MSA"	"AIDS6"	"45 - 49 Years"	"8"	"Heterosexual contact with HIV"	"05"	"Female (any)"	"4"	10
	"1994"	"1994"	"Northeast, pediatric or not in MSA"	"AIDS6"	"45 - 49 Years"	"8"	"Heterosexual contact with HIV"	"05"	"Male (heterosexual or pediatric)"	"3"	7
	"1994"	"1994"	"Northeast, pediatric or not in MSA"	"AIDS6"	"45 - 49 Years"	"8"	"IV drug use (female and hetero male)"	"02"	"Female (any)"	"4"	9
	"1994"	"1994"	"Northeast, pediatric or not in MSA"	"AIDS6"	"45 - 49 Years"	"8"	"IV drug use (female and hetero male)"	"02"	"Male (heterosexual or pediatric)"	"3"	104
	"1994"	"1994"	"Northeast, pediatric or not in MSA"	"AIDS6"	"45 - 49 Years"	"8"	"Male homo/bisexual and IV drug use"	"03"	"Male (bisexual)"	"2"	2
	"1994"	"1994"	"Northeast, pediatric or not in MSA"	"AIDS6"	"45 - 49 Years"	"8"	"Male homo/bisexual and IV drug use"	"03"	"Male (homosexual)  or Unknown Classification"	"1"	3
	"1994"	"1994"	"Northeast, pediatric or not in MSA"	"AIDS6"	"45 - 49 Years"	"8"	"Male homosexual/bisexual contact"	"01"	"Male (bisexual)"	"2"	11
	"1994"	"1994"	"Northeast, pediatric or not in MSA"	"AIDS6"	"45 - 49 Years"	"8"	"Male homosexual/bisexual contact"	"01"	"Male (heterosexual or pediatric)"	"3"	1
	"1994"	"1994"	"Northeast, pediatric or not in MSA"	"AIDS6"	"45 - 49 Years"	"8"	"Male homosexual/bisexual contact"	"01"	"Male (homosexual)  or Unknown Classification"	"1"	38
	"1994"	"1994"	"Northeast, pediatric or not in MSA"	"AIDS6"	"45 - 49 Years"	"8"	"Receipt of blood, blood components or tissue"	"07"	"Female (any)"	"4"	1
	"1994"	"1994"	"Northeast, pediatric or not in MSA"	"AIDS6"	"45 - 49 Years"	"8"	"Receipt of blood, blood components or tissue"	"07"	"Male (heterosexual or pediatric)"	"3"	1
	"1994"	"1994"	"Northeast, pediatric or not in MSA"	"AIDS6"	"45 - 49 Years"	"8"	"Risk not reported or identified"	"08"	"Female (any)"	"4"	4
	"1994"	"1994"	"Northeast, pediatric or not in MSA"	"AIDS6"	"45 - 49 Years"	"8"	"Risk not reported or identified"	"08"	"Male (heterosexual or pediatric)"	"3"	13
	"1994"	"1994"	"Northeast, pediatric or not in MSA"	"AIDS6"	"50 - 54 Years"	"9"	"Heterosexual contact with HIV"	"05"	"Female (any)"	"4"	5
	"1994"	"1994"	"Northeast, pediatric or not in MSA"	"AIDS6"	"50 - 54 Years"	"9"	"Heterosexual contact with HIV"	"05"	"Male (heterosexual or pediatric)"	"3"	5
	"1994"	"1994"	"Northeast, pediatric or not in MSA"	"AIDS6"	"50 - 54 Years"	"9"	"IV drug use (female and hetero male)"	"02"	"Female (any)"	"4"	3
	"1994"	"1994"	"Northeast, pediatric or not in MSA"	"AIDS6"	"50 - 54 Years"	"9"	"IV drug use (female and hetero male)"	"02"	"Male (heterosexual or pediatric)"	"3"	39
	"1994"	"1994"	"Northeast, pediatric or not in MSA"	"AIDS6"	"50 - 54 Years"	"9"	"Male homosexual/bisexual contact"	"01"	"Male (bisexual)"	"2"	7
	"1994"	"1994"	"Northeast, pediatric or not in MSA"	"AIDS6"	"50 - 54 Years"	"9"	"Male homosexual/bisexual contact"	"01"	"Male (homosexual)  or Unknown Classification"	"1"	15
	"1994"	"1994"	"Northeast, pediatric or not in MSA"	"AIDS6"	"50 - 54 Years"	"9"	"Receipt of blood, blood components or tissue"	"07"	"Female (any)"	"4"	2
	"1994"	"1994"	"Northeast, pediatric or not in MSA"	"AIDS6"	"50 - 54 Years"	"9"	"Receipt of blood, blood components or tissue"	"07"	"Male (heterosexual or pediatric)"	"3"	2
	"1994"	"1994"	"Northeast, pediatric or not in MSA"	"AIDS6"	"50 - 54 Years"	"9"	"Risk not reported or identified"	"08"	"Female (any)"	"4"	2
	"1994"	"1994"	"Northeast, pediatric or not in MSA"	"AIDS6"	"50 - 54 Years"	"9"	"Risk not reported or identified"	"08"	"Male (heterosexual or pediatric)"	"3"	5
	"1994"	"1994"	"Northeast, pediatric or not in MSA"	"AIDS6"	"55 - 59 Years"	"A"	"Heterosexual contact with HIV"	"05"	"Female (any)"	"4"	6
	"1994"	"1994"	"Northeast, pediatric or not in MSA"	"AIDS6"	"55 - 59 Years"	"A"	"Heterosexual contact with HIV"	"05"	"Male (heterosexual or pediatric)"	"3"	1
	"1994"	"1994"	"Northeast, pediatric or not in MSA"	"AIDS6"	"55 - 59 Years"	"A"	"IV drug use (female and hetero male)"	"02"	"Male (heterosexual or pediatric)"	"3"	5
	"1994"	"1994"	"Northeast, pediatric or not in MSA"	"AIDS6"	"55 - 59 Years"	"A"	"Male homo/bisexual and IV drug use"	"03"	"Male (homosexual)  or Unknown Classification"	"1"	1
	"1994"	"1994"	"Northeast, pediatric or not in MSA"	"AIDS6"	"55 - 59 Years"	"A"	"Male homosexual/bisexual contact"	"01"	"Male (bisexual)"	"2"	3
	"1994"	"1994"	"Northeast, pediatric or not in MSA"	"AIDS6"	"55 - 59 Years"	"A"	"Male homosexual/bisexual contact"	"01"	"Male (homosexual)  or Unknown Classification"	"1"	17
	"1994"	"1994"	"Northeast, pediatric or not in MSA"	"AIDS6"	"55 - 59 Years"	"A"	"Risk not reported or identified"	"08"	"Male (heterosexual or pediatric)"	"3"	4
	"1994"	"1994"	"Northeast, pediatric or not in MSA"	"AIDS6"	"60 - 64 Years"	"B"	"Heterosexual contact with HIV"	"05"	"Female (any)"	"4"	2
	"1994"	"1994"	"Northeast, pediatric or not in MSA"	"AIDS6"	"60 - 64 Years"	"B"	"Heterosexual contact with HIV"	"05"	"Male (heterosexual or pediatric)"	"3"	2
	"1994"	"1994"	"Northeast, pediatric or not in MSA"	"AIDS6"	"60 - 64 Years"	"B"	"IV drug use (female and hetero male)"	"02"	"Male (heterosexual or pediatric)"	"3"	3
	"1994"	"1994"	"Northeast, pediatric or not in MSA"	"AIDS6"	"60 - 64 Years"	"B"	"Male homosexual/bisexual contact"	"01"	"Male (bisexual)"	"2"	1
	"1994"	"1994"	"Northeast, pediatric or not in MSA"	"AIDS6"	"60 - 64 Years"	"B"	"Male homosexual/bisexual contact"	"01"	"Male (homosexual)  or Unknown Classification"	"1"	2
	"1994"	"1994"	"Northeast, pediatric or not in MSA"	"AIDS6"	"60 - 64 Years"	"B"	"Receipt of blood, blood components or tissue"	"07"	"Female (any)"	"4"	3
	"1994"	"1994"	"Northeast, pediatric or not in MSA"	"AIDS6"	"60 - 64 Years"	"B"	"Receipt of blood, blood components or tissue"	"07"	"Male (heterosexual or pediatric)"	"3"	1
	"1994"	"1994"	"Northeast, pediatric or not in MSA"	"AIDS6"	"60 - 64 Years"	"B"	"Risk not reported or identified"	"08"	"Female (any)"	"4"	1
	"1994"	"1994"	"Northeast, pediatric or not in MSA"	"AIDS6"	"60 - 64 Years"	"B"	"Risk not reported or identified"	"08"	"Male (heterosexual or pediatric)"	"3"	4
	"1994"	"1994"	"Northeast, pediatric or not in MSA"	"AIDS6"	"65+ Years"	"C"	"Heterosexual contact with HIV"	"05"	"Female (any)"	"4"	3
	"1994"	"1994"	"Northeast, pediatric or not in MSA"	"AIDS6"	"65+ Years"	"C"	"Heterosexual contact with HIV"	"05"	"Male (heterosexual or pediatric)"	"3"	1
	"1994"	"1994"	"Northeast, pediatric or not in MSA"	"AIDS6"	"65+ Years"	"C"	"IV drug use (female and hetero male)"	"02"	"Female (any)"	"4"	1
	"1994"	"1994"	"Northeast, pediatric or not in MSA"	"AIDS6"	"65+ Years"	"C"	"IV drug use (female and hetero male)"	"02"	"Male (heterosexual or pediatric)"	"3"	2
	"1994"	"1994"	"Northeast, pediatric or not in MSA"	"AIDS6"	"65+ Years"	"C"	"Male homosexual/bisexual contact"	"01"	"Male (homosexual)  or Unknown Classification"	"1"	1
	"1994"	"1994"	"Northeast, pediatric or not in MSA"	"AIDS6"	"65+ Years"	"C"	"Receipt of blood, blood components or tissue"	"07"	"Male (heterosexual or pediatric)"	"3"	1
	"1994"	"1994"	"Northeast, pediatric or not in MSA"	"AIDS6"	"65+ Years"	"C"	"Risk not reported or identified"	"08"	"Female (any)"	"4"	1
	"1994"	"1994"	"Northeast, pediatric or not in MSA"	"AIDS6"	"65+ Years"	"C"	"Risk not reported or identified"	"08"	"Male (heterosexual or pediatric)"	"3"	6
	"1994"	"1994"	"Midwest, pediatric or not in MSA"	"AIDS7"	"Less than 1 Year"	"0"	"Mother with HIV, or HIV risk"	"10"	"Female (any)"	"4"	20
	"1994"	"1994"	"Midwest, pediatric or not in MSA"	"AIDS7"	"Less than 1 Year"	"0"	"Mother with HIV, or HIV risk"	"10"	"Male (heterosexual or pediatric)"	"3"	10
	"1994"	"1994"	"Midwest, pediatric or not in MSA"	"AIDS7"	"1 - 12 Years"	"1"	"Mother with HIV, or HIV risk"	"10"	"Female (any)"	"4"	14
	"1994"	"1994"	"Midwest, pediatric or not in MSA"	"AIDS7"	"1 - 12 Years"	"1"	"Mother with HIV, or HIV risk"	"10"	"Male (heterosexual or pediatric)"	"3"	13
	"1994"	"1994"	"Midwest, pediatric or not in MSA"	"AIDS7"	"1 - 12 Years"	"1"	"Pediatric hemophilia"	"09"	"Male (heterosexual or pediatric)"	"3"	2
	"1994"	"1994"	"Midwest, pediatric or not in MSA"	"AIDS7"	"13 - 19 Years"	"2"	"Hemophilia/coagulation disorder"	"04"	"Male (heterosexual or pediatric)"	"3"	6
	"1994"	"1994"	"Midwest, pediatric or not in MSA"	"AIDS7"	"13 - 19 Years"	"2"	"Heterosexual contact with HIV"	"05"	"Female (any)"	"4"	1
	"1994"	"1994"	"Midwest, pediatric or not in MSA"	"AIDS7"	"13 - 19 Years"	"2"	"IV drug use (female and hetero male)"	"02"	"Female (any)"	"4"	2
	"1994"	"1994"	"Midwest, pediatric or not in MSA"	"AIDS7"	"13 - 19 Years"	"2"	"Male homosexual/bisexual contact"	"01"	"Male (bisexual)"	"2"	1
	"1994"	"1994"	"Midwest, pediatric or not in MSA"	"AIDS7"	"13 - 19 Years"	"2"	"Male homosexual/bisexual contact"	"01"	"Male (homosexual)  or Unknown Classification"	"1"	3
	"1994"	"1994"	"Midwest, pediatric or not in MSA"	"AIDS7"	"20 - 24 Years"	"3"	"Hemophilia/coagulation disorder"	"04"	"Male (heterosexual or pediatric)"	"3"	6
	"1994"	"1994"	"Midwest, pediatric or not in MSA"	"AIDS7"	"20 - 24 Years"	"3"	"Heterosexual contact with HIV"	"05"	"Female (any)"	"4"	10
	"1994"	"1994"	"Midwest, pediatric or not in MSA"	"AIDS7"	"20 - 24 Years"	"3"	"Heterosexual contact with HIV"	"05"	"Male (heterosexual or pediatric)"	"3"	4
	"1994"	"1994"	"Midwest, pediatric or not in MSA"	"AIDS7"	"20 - 24 Years"	"3"	"IV drug use (female and hetero male)"	"02"	"Female (any)"	"4"	2
	"1994"	"1994"	"Midwest, pediatric or not in MSA"	"AIDS7"	"20 - 24 Years"	"3"	"IV drug use (female and hetero male)"	"02"	"Male (heterosexual or pediatric)"	"3"	5
	"1994"	"1994"	"Midwest, pediatric or not in MSA"	"AIDS7"	"20 - 24 Years"	"3"	"Male homo/bisexual and IV drug use"	"03"	"Male (bisexual)"	"2"	3
	"1994"	"1994"	"Midwest, pediatric or not in MSA"	"AIDS7"	"20 - 24 Years"	"3"	"Male homo/bisexual and IV drug use"	"03"	"Male (homosexual)  or Unknown Classification"	"1"	2
	"1994"	"1994"	"Midwest, pediatric or not in MSA"	"AIDS7"	"20 - 24 Years"	"3"	"Male homosexual/bisexual contact"	"01"	"Male (bisexual)"	"2"	8
	"1994"	"1994"	"Midwest, pediatric or not in MSA"	"AIDS7"	"20 - 24 Years"	"3"	"Male homosexual/bisexual contact"	"01"	"Male (homosexual)  or Unknown Classification"	"1"	15
	"1994"	"1994"	"Midwest, pediatric or not in MSA"	"AIDS7"	"20 - 24 Years"	"3"	"Risk not reported or identified"	"08"	"Female (any)"	"4"	1
	"1994"	"1994"	"Midwest, pediatric or not in MSA"	"AIDS7"	"20 - 24 Years"	"3"	"Risk not reported or identified"	"08"	"Male (heterosexual or pediatric)"	"3"	4
	"1994"	"1994"	"Midwest, pediatric or not in MSA"	"AIDS7"	"25 - 29 Years"	"4"	"Hemophilia/coagulation disorder"	"04"	"Male (heterosexual or pediatric)"	"3"	4
